INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
8359	Häi T£c ThØ Bäo Bäo	835	45	9	0	1	1	10	698	350000	-1	-1	726	900000	706	300000	716	150000	662	7500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	1272	1076	685	881	685	948	1042	1090	1232	1422	50	200	100	150	500	900000	8350
8360	Häi T£c ThØ Trß·ng Thành	836	55	9	0	0	1	10	698	400000	-1	-1	726	900000	706	350000	716	200000	662	10000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1326	1122	714	918	714	1051	1156	1208	1366	1576	50	200	100	150	500	900000	8360
8361	Häi T£c ThØ Biªn D¸	836	55	9	1	0	1	10	698	400000	-1	-1	726	900000	706	350000	716	200000	662	10000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1425	1206	767	986	767	1051	1156	1208	1366	1576	50	200	100	150	500	900000	8360
8362	Häi T£c ThØ Biªn D¸	836	55	9	1	0	1	10	698	400000	-1	-1	726	900000	706	350000	716	200000	662	10000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1524	1290	821	1055	821	1051	1156	1208	1366	1576	50	200	100	150	500	900000	8360
8363	Häi T£c ThØ Biªn D¸	836	55	9	1	0	1	10	698	400000	-1	-1	726	900000	706	350000	716	200000	662	10000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1624	1374	874	1124	874	1051	1156	1208	1366	1576	50	200	100	150	500	900000	8360
8364	Häi T£c ThØ Biªn D¸	836	55	9	1	0	1	10	698	400000	-1	-1	726	900000	706	350000	716	200000	662	10000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1723	1458	928	1193	928	1051	1156	1208	1366	1576	50	200	100	150	500	900000	8360
8369	Häi T£c ThØ Bäo Bäo	836	55	9	0	1	1	10	698	400000	-1	-1	726	900000	706	350000	716	200000	662	10000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1326	1122	714	918	714	1051	1156	1208	1366	1576	50	200	100	150	500	900000	8360
8370	Häi T£c ThØ Trß·ng Thành	837	65	9	0	0	1	10	698	450000	-1	-1	726	900000	706	400000	716	250000	662	12500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1379	1167	742	954	742	1153	1268	1325	1498	1729	50	200	100	150	500	900000	8370
8371	Häi T£c ThØ Biªn D¸	837	65	9	1	0	1	10	698	450000	-1	-1	726	900000	706	400000	716	250000	662	12500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1462	1237	787	1012	787	1153	1268	1325	1498	1729	50	200	100	150	500	900000	8370
8372	Häi T£c ThØ Biªn D¸	837	65	9	1	0	1	10	698	450000	-1	-1	726	900000	706	400000	716	250000	662	12500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1544	1307	831	1069	831	1153	1268	1325	1498	1729	50	200	100	150	500	900000	8370
8373	Häi T£c ThØ Biªn D¸	837	65	9	1	0	1	10	698	450000	-1	-1	726	900000	706	400000	716	250000	662	12500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1627	1377	876	1126	876	1153	1268	1325	1498	1729	50	200	100	150	500	900000	8370
8374	Häi T£c ThØ Biªn D¸	837	65	9	1	0	1	10	698	450000	-1	-1	726	900000	706	400000	716	250000	662	12500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1710	1447	920	1184	920	1153	1268	1325	1498	1729	50	200	100	150	500	900000	8370
8375	Häi T£c ThØ Biªn D¸	837	65	9	1	0	1	10	698	450000	-1	-1	726	900000	706	400000	716	250000	662	12500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1793	1517	965	1241	965	1153	1268	1325	1498	1729	50	200	100	150	500	900000	8370
8379	Häi T£c ThØ Bäo Bäo	837	65	9	0	1	1	10	698	450000	-1	-1	726	900000	706	400000	716	250000	662	12500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1379	1167	742	954	742	1153	1268	1325	1498	1729	50	200	100	150	500	900000	8370
8380	Häi T£c ThØ Trß·ng Thành	838	75	9	0	0	1	10	698	500000	-1	-1	726	900000	706	450000	716	300000	662	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1432	1212	771	991	771	1255	1380	1443	1631	1882	50	200	100	150	500	900000	8380
8381	Häi T£c ThØ Biªn D¸	838	75	9	1	0	1	10	698	500000	-1	-1	726	900000	706	450000	716	300000	662	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1504	1272	809	1041	809	1255	1380	1443	1631	1882	50	200	100	150	500	900000	8380
8382	Häi T£c ThØ Biªn D¸	838	75	9	1	0	1	10	698	500000	-1	-1	726	900000	706	450000	716	300000	662	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1575	1333	848	1090	848	1255	1380	1443	1631	1882	50	200	100	150	500	900000	8380
8383	Häi T£c ThØ Biªn D¸	838	75	9	1	0	1	10	698	500000	-1	-1	726	900000	706	450000	716	300000	662	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1647	1394	887	1140	887	1255	1380	1443	1631	1882	50	200	100	150	500	900000	8380
8384	Häi T£c ThØ Biªn D¸	838	75	9	1	0	1	10	698	500000	-1	-1	726	900000	706	450000	716	300000	662	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1719	1454	925	1190	925	1255	1380	1443	1631	1882	50	200	100	150	500	900000	8380
8385	Häi T£c ThØ Biªn D¸	838	75	9	1	0	1	10	698	500000	-1	-1	726	900000	706	450000	716	300000	662	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1790	1515	964	1239	964	1255	1380	1443	1631	1882	50	200	100	150	500	900000	8380
8386	Häi T£c ThØ Biªn D¸	838	75	9	1	0	1	10	698	500000	-1	-1	726	900000	706	450000	716	300000	662	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1862	1575	1002	1289	1002	1255	1380	1443	1631	1882	50	200	100	150	500	900000	8380
8389	Häi T£c ThØ Bäo Bäo	838	75	9	0	1	1	10	698	500000	-1	-1	726	900000	706	450000	716	300000	662	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1432	1212	771	991	771	1255	1380	1443	1631	1882	50	200	100	150	500	900000	8380
8390	Häi T£c ThØ Trß·ng Thành	839	85	9	0	0	1	10	698	550000	-1	-1	726	900000	706	500000	716	350000	662	17500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1484	1256	799	1027	799	1357	1492	1560	1764	2035	50	200	100	150	500	900000	8390
8391	Häi T£c ThØ Biªn D¸	839	85	9	1	0	1	10	698	550000	-1	-1	726	900000	706	500000	716	350000	662	17500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1548	1310	833	1071	833	1357	1492	1560	1764	2035	50	200	100	150	500	900000	8390
8392	Häi T£c ThØ Biªn D¸	839	85	9	1	0	1	10	698	550000	-1	-1	726	900000	706	500000	716	350000	662	17500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1611	1363	867	1115	867	1357	1492	1560	1764	2035	50	200	100	150	500	900000	8390
8393	Häi T£c ThØ Biªn D¸	839	85	9	1	0	1	10	698	550000	-1	-1	726	900000	706	500000	716	350000	662	17500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1675	1417	902	1159	902	1357	1492	1560	1764	2035	50	200	100	150	500	900000	8390
8394	Häi T£c ThØ Biªn D¸	839	85	9	1	0	1	10	698	550000	-1	-1	726	900000	706	500000	716	350000	662	17500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1739	1471	936	1203	936	1357	1492	1560	1764	2035	50	200	100	150	500	900000	8390
8395	Häi T£c ThØ Biªn D¸	839	85	9	1	0	1	10	698	550000	-1	-1	726	900000	706	500000	716	350000	662	17500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1802	1525	970	1248	970	1357	1492	1560	1764	2035	50	200	100	150	500	900000	8390
8396	Häi T£c ThØ Biªn D¸	839	85	9	1	0	1	10	698	550000	-1	-1	726	900000	706	500000	716	350000	662	17500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1866	1579	1004	1292	1004	1357	1492	1560	1764	2035	50	200	100	150	500	900000	8390
8397	Häi T£c ThØ Biªn D¸	839	85	9	1	0	1	10	698	550000	-1	-1	726	900000	706	500000	716	350000	662	17500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1929	1633	1039	1336	1039	1357	1492	1560	1764	2035	50	200	100	150	500	900000	8390
8399	Häi T£c ThØ Bäo Bäo	839	85	9	0	1	1	10	698	550000	-1	-1	726	900000	706	500000	716	350000	662	17500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1484	1256	799	1027	799	1357	1492	1560	1764	2035	50	200	100	150	500	900000	8390
8400	Häi T£c ThØ Trß·ng Thành	840	95	9	0	0	1	10	698	600000	-1	-1	726	900000	706	550000	716	400000	662	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1537	1301	828	1064	828	1459	1604	1677	1896	2188	50	200	100	150	500	900000	8400
8401	Häi T£c ThØ Biªn D¸	840	95	9	1	0	1	10	698	600000	-1	-1	726	900000	706	550000	716	400000	662	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1595	1350	859	1104	859	1459	1604	1677	1896	2188	50	200	100	150	500	900000	8400
8402	Häi T£c ThØ Biªn D¸	840	95	9	1	0	1	10	698	600000	-1	-1	726	900000	706	550000	716	400000	662	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1653	1398	890	1144	890	1459	1604	1677	1896	2188	50	200	100	150	500	900000	8400
8403	Häi T£c ThØ Biªn D¸	840	95	9	1	0	1	10	698	600000	-1	-1	726	900000	706	550000	716	400000	662	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1710	1447	921	1184	921	1459	1604	1677	1896	2188	50	200	100	150	500	900000	8400
8404	Häi T£c ThØ Biªn D¸	840	95	9	1	0	1	10	698	600000	-1	-1	726	900000	706	550000	716	400000	662	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1768	1496	952	1224	952	1459	1604	1677	1896	2188	50	200	100	150	500	900000	8400
8405	Häi T£c ThØ Biªn D¸	840	95	9	1	0	1	10	698	600000	-1	-1	726	900000	706	550000	716	400000	662	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1826	1545	983	1264	983	1459	1604	1677	1896	2188	50	200	100	150	500	900000	8400
8406	Häi T£c ThØ Biªn D¸	840	95	9	1	0	1	10	698	600000	-1	-1	726	900000	706	550000	716	400000	662	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1883	1594	1014	1304	1014	1459	1604	1677	1896	2188	50	200	100	150	500	900000	8400
8407	Häi T£c ThØ Biªn D¸	840	95	9	1	0	1	10	698	600000	-1	-1	726	900000	706	550000	716	400000	662	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1941	1642	1045	1344	1045	1459	1604	1677	1896	2188	50	200	100	150	500	900000	8400
8408	Häi T£c ThØ Biªn D¸	840	95	9	1	0	1	10	698	600000	-1	-1	726	900000	706	550000	716	400000	662	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1999	1691	1076	1384	1076	1459	1604	1677	1896	2188	50	200	100	150	500	900000	8400
8409	Häi T£c ThØ Bäo Bäo	840	95	9	0	1	1	10	698	600000	-1	-1	726	900000	706	550000	716	400000	662	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1537	1301	828	1064	828	1459	1604	1677	1896	2188	50	200	100	150	500	900000	8400
8410	Bäo Sß½ng Ð°ng TØ Trß·ng Thành	841	5	9	0	0	1000	10	700	300000	-1	-1	728	900000	706	250000	726	100000	670	5000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	656	750	1219	750	1031	846	930	972	1099	1269	500	150	50	200	100	900000	8410
8411	Bäo Sß½ng Ð°ng TØ Biªn D¸	841	5	9	1	0	1000	10	700	300000	-1	-1	728	900000	706	250000	726	100000	670	5000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	755	862	1402	862	1186	846	930	972	1099	1269	500	150	50	200	100	900000	8410
8412	Bäo Sß½ng Ð°ng TØ Biªn D¸	841	5	9	1	0	1000	10	700	300000	-1	-1	728	900000	706	250000	726	100000	670	5000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	853	975	1585	975	1341	846	930	972	1099	1269	500	150	50	200	100	900000	8410
8419	Bäo Sß½ng Ð°ng TØ Bäo Bäo	841	5	9	0	1	1000	10	700	300000	-1	-1	728	900000	706	250000	726	100000	670	5000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	656	750	1219	750	1031	846	930	972	1099	1269	500	150	50	200	100	900000	8410
8420	Bäo Sß½ng Ð°ng TØ Trß·ng Thành	842	45	9	0	0	1000	10	700	350000	-1	-1	728	900000	706	300000	726	150000	670	7500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	685	783	1272	783	1076	948	1042	1090	1232	1422	500	150	50	200	100	900000	8420
8421	Bäo Sß½ng Ð°ng TØ Biªn D¸	842	45	9	1	0	1000	10	700	350000	-1	-1	728	900000	706	300000	726	150000	670	7500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	753	861	1399	861	1184	948	1042	1090	1232	1422	500	150	50	200	100	900000	8420
8422	Bäo Sß½ng Ð°ng TØ Biªn D¸	842	45	9	1	0	1000	10	700	350000	-1	-1	728	900000	706	300000	726	150000	670	7500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	822	939	1527	939	1292	948	1042	1090	1232	1422	500	150	50	200	100	900000	8420
8423	Bäo Sß½ng Ð°ng TØ Biªn D¸	842	45	9	1	0	1000	10	700	350000	-1	-1	728	900000	706	300000	726	150000	670	7500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	890	1018	1654	1018	1399	948	1042	1090	1232	1422	500	150	50	200	100	900000	8420
8429	Bäo Sß½ng Ð°ng TØ Bäo Bäo	842	45	9	0	1	1000	10	700	350000	-1	-1	728	900000	706	300000	726	150000	670	7500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	685	783	1272	783	1076	948	1042	1090	1232	1422	500	150	50	200	100	900000	8420
8430	Bäo Sß½ng Ð°ng TØ Trß·ng Thành	843	55	9	0	0	1000	10	700	400000	-1	-1	728	900000	706	350000	726	200000	670	10000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	714	816	1326	816	1122	1051	1156	1208	1366	1576	500	150	50	200	100	900000	8430
8431	Bäo Sß½ng Ð°ng TØ Biªn D¸	843	55	9	1	0	1000	10	700	400000	-1	-1	728	900000	706	350000	726	200000	670	10000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	767	877	1425	877	1206	1051	1156	1208	1366	1576	500	150	50	200	100	900000	8430
8432	Bäo Sß½ng Ð°ng TØ Biªn D¸	843	55	9	1	0	1000	10	700	400000	-1	-1	728	900000	706	350000	726	200000	670	10000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	821	938	1524	938	1290	1051	1156	1208	1366	1576	500	150	50	200	100	900000	8430
8433	Bäo Sß½ng Ð°ng TØ Biªn D¸	843	55	9	1	0	1000	10	700	400000	-1	-1	728	900000	706	350000	726	200000	670	10000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	874	999	1624	999	1374	1051	1156	1208	1366	1576	500	150	50	200	100	900000	8430
8434	Bäo Sß½ng Ð°ng TØ Biªn D¸	843	55	9	1	0	1000	10	700	400000	-1	-1	728	900000	706	350000	726	200000	670	10000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	928	1060	1723	1060	1458	1051	1156	1208	1366	1576	500	150	50	200	100	900000	8430
8439	Bäo Sß½ng Ð°ng TØ Bäo Bäo	843	55	9	0	1	1000	10	700	400000	-1	-1	728	900000	706	350000	726	200000	670	10000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	714	816	1326	816	1122	1051	1156	1208	1366	1576	500	150	50	200	100	900000	8430
8440	Bäo Sß½ng Ð°ng TØ Trß·ng Thành	844	65	9	0	0	1000	10	700	450000	-1	-1	728	900000	706	400000	726	250000	670	12500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	742	848	1379	848	1167	1153	1268	1325	1498	1729	500	150	50	200	100	900000	8440
8441	Bäo Sß½ng Ð°ng TØ Biªn D¸	844	65	9	1	0	1000	10	700	450000	-1	-1	728	900000	706	400000	726	250000	670	12500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	787	899	1462	899	1237	1153	1268	1325	1498	1729	500	150	50	200	100	900000	8440
8442	Bäo Sß½ng Ð°ng TØ Biªn D¸	844	65	9	1	0	1000	10	700	450000	-1	-1	728	900000	706	400000	726	250000	670	12500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	831	950	1544	950	1307	1153	1268	1325	1498	1729	500	150	50	200	100	900000	8440
8443	Bäo Sß½ng Ð°ng TØ Biªn D¸	844	65	9	1	0	1000	10	700	450000	-1	-1	728	900000	706	400000	726	250000	670	12500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	876	1001	1627	1001	1377	1153	1268	1325	1498	1729	500	150	50	200	100	900000	8440
8444	Bäo Sß½ng Ð°ng TØ Biªn D¸	844	65	9	1	0	1000	10	700	450000	-1	-1	728	900000	706	400000	726	250000	670	12500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	920	1052	1710	1052	1447	1153	1268	1325	1498	1729	500	150	50	200	100	900000	8440
8445	Bäo Sß½ng Ð°ng TØ Biªn D¸	844	65	9	1	0	1000	10	700	450000	-1	-1	728	900000	706	400000	726	250000	670	12500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	965	1103	1793	1103	1517	1153	1268	1325	1498	1729	500	150	50	200	100	900000	8440
8449	Bäo Sß½ng Ð°ng TØ Bäo Bäo	844	65	9	0	1	1000	10	700	450000	-1	-1	728	900000	706	400000	726	250000	670	12500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	742	848	1379	848	1167	1153	1268	1325	1498	1729	500	150	50	200	100	900000	8440
8450	Bäo Sß½ng Ð°ng TØ Trß·ng Thành	845	75	9	0	0	1000	10	700	500000	-1	-1	728	900000	706	450000	726	300000	670	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	771	881	1432	881	1212	1255	1380	1443	1631	1882	500	150	50	200	100	900000	8450
8451	Bäo Sß½ng Ð°ng TØ Biªn D¸	845	75	9	1	0	1000	10	700	500000	-1	-1	728	900000	706	450000	726	300000	670	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	809	925	1504	925	1272	1255	1380	1443	1631	1882	500	150	50	200	100	900000	8450
8452	Bäo Sß½ng Ð°ng TØ Biªn D¸	845	75	9	1	0	1000	10	700	500000	-1	-1	728	900000	706	450000	726	300000	670	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	848	969	1575	969	1333	1255	1380	1443	1631	1882	500	150	50	200	100	900000	8450
8453	Bäo Sß½ng Ð°ng TØ Biªn D¸	845	75	9	1	0	1000	10	700	500000	-1	-1	728	900000	706	450000	726	300000	670	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	887	1013	1647	1013	1394	1255	1380	1443	1631	1882	500	150	50	200	100	900000	8450
8454	Bäo Sß½ng Ð°ng TØ Biªn D¸	845	75	9	1	0	1000	10	700	500000	-1	-1	728	900000	706	450000	726	300000	670	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	925	1057	1719	1057	1454	1255	1380	1443	1631	1882	500	150	50	200	100	900000	8450
8455	Bäo Sß½ng Ð°ng TØ Biªn D¸	845	75	9	1	0	1000	10	700	500000	-1	-1	728	900000	706	450000	726	300000	670	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	964	1102	1790	1102	1515	1255	1380	1443	1631	1882	500	150	50	200	100	900000	8450
8456	Bäo Sß½ng Ð°ng TØ Biªn D¸	845	75	9	1	0	1000	10	700	500000	-1	-1	728	900000	706	450000	726	300000	670	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1002	1146	1862	1146	1575	1255	1380	1443	1631	1882	500	150	50	200	100	900000	8450
8459	Bäo Sß½ng Ð°ng TØ Bäo Bäo	845	75	9	0	1	1000	10	700	500000	-1	-1	728	900000	706	450000	726	300000	670	15000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	771	881	1432	881	1212	1255	1380	1443	1631	1882	500	150	50	200	100	900000	8450
8460	Bäo Sß½ng Ð°ng TØ Trß·ng Thành	846	85	9	0	0	1000	10	700	550000	-1	-1	728	900000	706	500000	726	350000	670	17500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	799	913	1484	913	1256	1357	1492	1560	1764	2035	500	150	50	200	100	900000	8460
8461	Bäo Sß½ng Ð°ng TØ Biªn D¸	846	85	9	1	0	1000	10	700	550000	-1	-1	728	900000	706	500000	726	350000	670	17500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	833	952	1548	952	1310	1357	1492	1560	1764	2035	500	150	50	200	100	900000	8460
8462	Bäo Sß½ng Ð°ng TØ Biªn D¸	846	85	9	1	0	1000	10	700	550000	-1	-1	728	900000	706	500000	726	350000	670	17500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	867	991	1611	991	1363	1357	1492	1560	1764	2035	500	150	50	200	100	900000	8460
8463	Bäo Sß½ng Ð°ng TØ Biªn D¸	846	85	9	1	0	1000	10	700	550000	-1	-1	728	900000	706	500000	726	350000	670	17500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	902	1031	1675	1031	1417	1357	1492	1560	1764	2035	500	150	50	200	100	900000	8460
8464	Bäo Sß½ng Ð°ng TØ Biªn D¸	846	85	9	1	0	1000	10	700	550000	-1	-1	728	900000	706	500000	726	350000	670	17500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	936	1070	1739	1070	1471	1357	1492	1560	1764	2035	500	150	50	200	100	900000	8460
8465	Bäo Sß½ng Ð°ng TØ Biªn D¸	846	85	9	1	0	1000	10	700	550000	-1	-1	728	900000	706	500000	726	350000	670	17500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	970	1109	1802	1109	1525	1357	1492	1560	1764	2035	500	150	50	200	100	900000	8460
8466	Bäo Sß½ng Ð°ng TØ Biªn D¸	846	85	9	1	0	1000	10	700	550000	-1	-1	728	900000	706	500000	726	350000	670	17500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1004	1148	1866	1148	1579	1357	1492	1560	1764	2035	500	150	50	200	100	900000	8460
8467	Bäo Sß½ng Ð°ng TØ Biªn D¸	846	85	9	1	0	1000	10	700	550000	-1	-1	728	900000	706	500000	726	350000	670	17500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1039	1187	1929	1187	1633	1357	1492	1560	1764	2035	500	150	50	200	100	900000	8460
8469	Bäo Sß½ng Ð°ng TØ Bäo Bäo	846	85	9	0	1	1000	10	700	550000	-1	-1	728	900000	706	500000	726	350000	670	17500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	799	913	1484	913	1256	1357	1492	1560	1764	2035	500	150	50	200	100	900000	8460
8470	Bäo Sß½ng Ð°ng TØ Trß·ng Thành	847	95	9	0	0	1000	10	700	600000	-1	-1	728	900000	706	550000	726	400000	670	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	828	946	1537	946	1301	1459	1604	1677	1896	2188	500	150	50	200	100	900000	8470
8471	Bäo Sß½ng Ð°ng TØ Biªn D¸	847	95	9	1	0	1000	10	700	600000	-1	-1	728	900000	706	550000	726	400000	670	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	859	981	1595	981	1350	1459	1604	1677	1896	2188	500	150	50	200	100	900000	8470
8472	Bäo Sß½ng Ð°ng TØ Biªn D¸	847	95	9	1	0	1000	10	700	600000	-1	-1	728	900000	706	550000	726	400000	670	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	890	1017	1653	1017	1398	1459	1604	1677	1896	2188	500	150	50	200	100	900000	8470
8473	Bäo Sß½ng Ð°ng TØ Biªn D¸	847	95	9	1	0	1000	10	700	600000	-1	-1	728	900000	706	550000	726	400000	670	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	921	1052	1710	1052	1447	1459	1604	1677	1896	2188	500	150	50	200	100	900000	8470
8474	Bäo Sß½ng Ð°ng TØ Biªn D¸	847	95	9	1	0	1000	10	700	600000	-1	-1	728	900000	706	550000	726	400000	670	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	952	1088	1768	1088	1496	1459	1604	1677	1896	2188	500	150	50	200	100	900000	8470
8475	Bäo Sß½ng Ð°ng TØ Biªn D¸	847	95	9	1	0	1000	10	700	600000	-1	-1	728	900000	706	550000	726	400000	670	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	983	1123	1826	1123	1545	1459	1604	1677	1896	2188	500	150	50	200	100	900000	8470
8476	Bäo Sß½ng Ð°ng TØ Biªn D¸	847	95	9	1	0	1000	10	700	600000	-1	-1	728	900000	706	550000	726	400000	670	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1014	1159	1883	1159	1594	1459	1604	1677	1896	2188	500	150	50	200	100	900000	8470
8477	Bäo Sß½ng Ð°ng TØ Biªn D¸	847	95	9	1	0	1000	10	700	600000	-1	-1	728	900000	706	550000	726	400000	670	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1045	1194	1941	1194	1642	1459	1604	1677	1896	2188	500	150	50	200	100	900000	8470
8478	Bäo Sß½ng Ð°ng TØ Biªn D¸	847	95	9	1	0	1000	10	700	600000	-1	-1	728	900000	706	550000	726	400000	670	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1076	1230	1999	1230	1691	1459	1604	1677	1896	2188	500	150	50	200	100	900000	8470
