INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	INT
680	秋水雁翎雙刀圖樣	10203017	1	46	1	20308037	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	4	3000	-1	-1	我填了	7	0
681	霜天曉角圖樣	10203018	1	46	1	20308038	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	4	3000	-1	-1	我填了	7	0
682	雲追月圖樣	10203019	1	46	1	20308039	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	4	3000	-1	-1	我填了	7	0
683	蒼龍圖樣	10203020	1	46	1	20308040	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	4	3000	-1	-1	我填了	7	0
684	鵝毛扇圖樣	10204011	1	46	1	20308041	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	5	3000	-1	-1	我填了	7	0
685	十字綿竹扇圖樣	10204012	1	46	1	20308042	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	5	3000	-1	-1	我填了	7	0
686	白羽扇圖樣	10204013	1	46	1	20308043	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	5	3000	-1	-1	我填了	7	0
687	清心扇圖樣	10204014	1	46	1	20308044	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	5	3000	-1	-1	我填了	7	0
688	鐵骨扇圖樣	10204015	1	46	1	20308045	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	5	3000	-1	-1	我填了	7	0
689	水鏡扇圖樣	10204016	1	46	1	20308046	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	5	3000	-1	-1	我填了	7	0
690	五火七禽扇圖樣	10204017	1	46	1	20308047	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	5	3000	-1	-1	我填了	7	0
691	風擺棕櫚圖樣	10204018	1	46	1	20308048	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	5	3000	-1	-1	我填了	7	0
692	定風波圖樣	10204019	1	46	1	20308049	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	5	3000	-1	-1	我填了	7	0
693	鳳雛圖樣	10204020	1	46	1	20308050	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	5	3000	-1	-1	我填了	7	0
694	白銀環圖樣	10205011	1	46	1	20308051	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	6	3000	-1	-1	我填了	7	0
695	明月環圖樣	10205012	1	46	1	20308052	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	6	3000	-1	-1	我填了	7	0
696	五行輪圖樣	10205013	1	46	1	20308053	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	6	3000	-1	-1	我填了	7	0
697	天地金剛圈圖樣	10205014	1	46	1	20308054	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	6	3000	-1	-1	我填了	7	0
698	攝星環圖樣	10205015	1	46	1	20308055	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	6	3000	-1	-1	我填了	7	0
699	天絡環圖樣	10205016	1	46	1	20308056	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	6	3000	-1	-1	我填了	7	0
700	乾坤圈圖樣	10205017	1	46	1	20308057	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	6	3000	-1	-1	我填了	7	0
701	命運圖樣	10205018	1	46	1	20308058	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	6	3000	-1	-1	我填了	7	0
702	探花圖樣	10205019	1	46	1	20308059	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	6	3000	-1	-1	我填了	7	0
703	斬關圖樣	10205020	1	46	1	20308060	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	6	3000	-1	-1	我填了	7	0
704	粗布帽圖樣	10210002	1	47	1	20308061	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	7	3000	-1	-1	我填了	7	1
705	青布帽圖樣	10210004	1	47	1	20308062	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	7	3000	-1	-1	我填了	7	1
706	絳麻帽圖樣	10210006	1	47	1	20308063	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	7	3000	-1	-1	我填了	7	1
707	軟綢帽圖樣	10210008	1	47	1	20308064	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	7	3000	-1	-1	我填了	7	1
708	銀錦冠圖樣	10210010	1	47	1	20308065	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	7	3000	-1	-1	我填了	7	1
709	元靈冠圖樣	10210012	1	47	1	20308066	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	7	3000	-1	-1	我填了	7	1
710	七星冠圖樣	10210014	1	47	1	20308067	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	7	3000	-1	-1	我填了	7	1
711	引鳳帽圖樣	10210016	1	47	1	20308068	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	7	3000	-1	-1	我填了	7	1
712	沐水天冠圖樣	10210018	1	47	1	20308069	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	7	3000	-1	-1	我填了	7	1
713	幻世聖巾圖樣	10210020	1	47	1	20308070	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	7	3000	-1	-1	我填了	7	1
714	粗布鞋圖樣	10211002	1	47	1	20308091	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	10	3000	-1	-1	我填了	7	1
715	青布鞋圖樣	10211004	1	47	1	20308092	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	10	3000	-1	-1	我填了	7	1
716	絳麻鞋圖樣	10211006	1	47	1	20308093	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	10	3000	-1	-1	我填了	7	1
717	軟綢鞋圖樣	10211008	1	47	1	20308094	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	10	3000	-1	-1	我填了	7	1
718	銀錦鞋圖樣	10211010	1	47	1	20308095	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	10	3000	-1	-1	我填了	7	1
719	元靈鞋圖樣	10211012	1	47	1	20308096	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	10	3000	-1	-1	我填了	7	1
720	七星鞋圖樣	10211014	1	47	1	20308097	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	10	3000	-1	-1	我填了	7	1
721	引鳳鞋圖樣	10211016	1	47	1	20308098	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	10	3000	-1	-1	我填了	7	1
722	沐水天靴圖樣	10211018	1	47	1	20308099	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	10	3000	-1	-1	我填了	7	1
723	幻世聖靴圖樣	10211020	1	47	1	20308100	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	10	3000	-1	-1	我填了	7	1
724	粗布手套圖樣	10212002	1	47	1	20308081	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	9	3000	-1	-1	我填了	7	1
725	青布手套圖樣	10212004	1	47	1	20308082	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	9	3000	-1	-1	我填了	7	1
726	絳麻手套圖樣	10212006	1	47	1	20308083	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	9	3000	-1	-1	我填了	7	1
727	軟綢手套圖樣	10212008	1	47	1	20308084	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	9	3000	-1	-1	我填了	7	1
728	銀錦手套圖樣	10212010	1	47	1	20308085	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	9	3000	-1	-1	我填了	7	1
729	元靈手套圖樣	10212012	1	47	1	20308086	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	9	3000	-1	-1	我填了	7	1
730	七星手套圖樣	10212014	1	47	1	20308087	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	9	3000	-1	-1	我填了	7	1
731	引鳳手套圖樣	10212016	1	47	1	20308088	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	9	3000	-1	-1	我填了	7	1
732	沐水手套圖樣	10212018	1	47	1	20308089	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	9	3000	-1	-1	我填了	7	1
733	幻世手套圖樣	10212020	1	47	1	20308090	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	9	3000	-1	-1	我填了	7	1
734	粗布衣圖樣	10213002	1	47	1	20308071	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	8	3000	-1	-1	我填了	7	1
735	青布衣圖樣	10213004	1	47	1	20308072	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	8	3000	-1	-1	我填了	7	1
736	絳麻衣圖樣	10213006	1	47	1	20308073	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	8	3000	-1	-1	我填了	7	1
737	軟綢衣圖樣	10213008	1	47	1	20308074	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	8	3000	-1	-1	我填了	7	1
738	銀錦衣圖樣	10213010	1	47	1	20308075	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	8	3000	-1	-1	我填了	7	1
739	元靈衣圖樣	10213012	1	47	1	20308076	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	8	3000	-1	-1	我填了	7	1
740	七星錦服圖樣	10213014	1	47	1	20308077	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	8	3000	-1	-1	我填了	7	1
741	引鳳錦衣圖樣	10213016	1	47	1	20308078	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	8	3000	-1	-1	我填了	7	1
742	沐水天衣圖樣	10213018	1	47	1	20308079	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	8	3000	-1	-1	我填了	7	1
743	幻世魔衣圖樣	10213020	1	47	1	20308080	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	8	3000	-1	-1	我填了	7	1
744	粗布腕圖樣	10214002	1	47	1	20308131	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	23	3000	-1	-1	我填了	7	1
745	青布腕圖樣	10214004	1	47	1	20308132	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	23	3000	-1	-1	我填了	7	1
746	絳麻腕圖樣	10214006	1	47	1	20308133	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	23	3000	-1	-1	我填了	7	1
747	軟綢腕圖樣	10214008	1	47	1	20308134	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	23	3000	-1	-1	我填了	7	1
748	銀錦腕圖樣	10214010	1	47	1	20308135	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	23	3000	-1	-1	我填了	7	1
749	元靈腕圖樣	10214012	1	47	1	20308136	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	23	3000	-1	-1	我填了	7	1
750	七星腕圖樣	10214014	1	47	1	20308137	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	23	3000	-1	-1	我填了	7	1
751	引鳳腕圖樣	10214016	1	47	1	20308138	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	23	3000	-1	-1	我填了	7	1
752	沐水天腕圖樣	10214018	1	47	1	20308139	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	23	3000	-1	-1	我填了	7	1
753	幻世魔腕圖樣	10214020	1	47	1	20308140	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	23	3000	-1	-1	我填了	7	1
754	粗布肩圖樣	10215002	1	47	1	20308141	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	24	3000	-1	-1	我填了	7	1
755	青布肩圖樣	10215004	1	47	1	20308142	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	24	3000	-1	-1	我填了	7	1
756	絳麻肩圖樣	10215006	1	47	1	20308143	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	24	3000	-1	-1	我填了	7	1
757	軟綢肩圖樣	10215008	1	47	1	20308144	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	24	3000	-1	-1	我填了	7	1
758	銀錦肩圖樣	10215010	1	47	1	20308145	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	24	3000	-1	-1	我填了	7	1
759	元靈肩圖樣	10215012	1	47	1	20308146	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	24	3000	-1	-1	我填了	7	1
760	七星肩圖樣	10215014	1	47	1	20308147	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	24	3000	-1	-1	我填了	7	1
761	引鳳肩圖樣	10215016	1	47	1	20308148	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	24	3000	-1	-1	我填了	7	1
762	沐水天肩圖樣	10215018	1	47	1	20308149	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	24	3000	-1	-1	我填了	7	1
763	幻世魔肩圖樣	10215020	1	47	1	20308150	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	24	3000	-1	-1	我填了	7	1
764	平安腰帶圖樣	10221011	1	47	1	20308151	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	25	3000	-1	-1	我填了	7	1
765	吉祥腰帶圖樣	10221012	1	47	1	20308152	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	25	3000	-1	-1	我填了	7	1
766	暗麟腰帶圖樣	10221013	1	47	1	20308153	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	25	3000	-1	-1	我填了	7	1
767	七星箍環圖樣	10221014	1	47	1	20308154	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	25	3000	-1	-1	我填了	7	1
768	地靈環帶圖樣	10221015	1	47	1	20308155	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	25	3000	-1	-1	我填了	7	1
769	徹地環帶圖樣	10221016	1	47	1	20308156	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	25	3000	-1	-1	我填了	7	1
770	霧霓帶圖樣	10221017	1	47	1	20308157	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	25	3000	-1	-1	我填了	7	1
771	六藝腰環圖樣	10221018	1	47	1	20308158	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	25	3000	-1	-1	我填了	7	1
772	催雪圖樣	10221019	1	47	1	20308159	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	25	3000	-1	-1	我填了	7	1
773	步月圖樣	10221020	1	47	1	20308160	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	25	3000	-1	-1	我填了	7	1
774	繁星結圖樣	10220011	1	48	1	20308101	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	11	3000	-1	-1	我填了	7	2
775	黃玉項鏈圖樣	10220012	1	48	1	20308102	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	11	3000	-1	-1	我填了	7	2
776	兩儀鏈圖樣	10220013	1	48	1	20308103	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	11	3000	-1	-1	我填了	7	2
777	風川鏈圖樣	10220014	1	48	1	20308104	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	11	3000	-1	-1	我填了	7	2
778	琉璃結圖樣	10220015	1	48	1	20308105	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	11	3000	-1	-1	我填了	7	2
779	宣清束圖樣	10220016	1	48	1	20308106	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	11	3000	-1	-1	我填了	7	2
780	陰陽鏈圖樣	10220017	1	48	1	20308107	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	11	3000	-1	-1	我填了	7	2
781	勾魂鈴圖樣	10220018	1	48	1	20308108	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	11	3000	-1	-1	我填了	7	2
782	烈日圖樣	10220019	1	48	1	20308109	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	11	3000	-1	-1	我填了	7	2
783	蝶戀圖樣	10220020	1	48	1	20308110	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	11	3000	-1	-1	我填了	7	2
784	荊戒圖樣	10222011	1	48	1	20308111	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	12	3000	-1	-1	我填了	7	2
785	青松戒指圖樣	10222012	1	48	1	20308112	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	12	3000	-1	-1	我填了	7	2
786	千合戒指圖樣	10222013	1	48	1	20308113	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	12	3000	-1	-1	我填了	7	2
787	吉祥戒指圖樣	10222014	1	48	1	20308114	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	12	3000	-1	-1	我填了	7	2
788	懸決圖樣	10222015	1	48	1	20308115	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	12	3000	-1	-1	我填了	7	2
789	天影圖樣	10222016	1	48	1	20308116	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	12	3000	-1	-1	我填了	7	2
790	八珍圖樣	10222017	1	48	1	20308117	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	12	3000	-1	-1	我填了	7	2
791	百川圖樣	10222018	1	48	1	20308118	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	12	3000	-1	-1	我填了	7	2
792	妖言圖樣	10222019	1	48	1	20308119	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	12	3000	-1	-1	我填了	7	2
793	佛語圖樣	10222020	1	48	1	20308120	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	12	3000	-1	-1	我填了	7	2
794	寒沐護符圖樣	10223011	1	48	1	20308121	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	13	3000	-1	-1	我填了	7	2
795	青語護符圖樣	10223012	1	48	1	20308122	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	13	3000	-1	-1	我填了	7	2
796	玄蝶護符圖樣	10223013	1	48	1	20308123	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	13	3000	-1	-1	我填了	7	2
797	暗絲護符圖樣	10223014	1	48	1	20308124	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	13	3000	-1	-1	我填了	7	2
798	如蛟護符圖樣	10223015	1	48	1	20308125	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	13	3000	-1	-1	我填了	7	2
799	雲落護符圖樣	10223016	1	48	1	20308126	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	13	3000	-1	-1	我填了	7	2
800	九漣圖樣	10223017	1	48	1	20308127	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	13	3000	-1	-1	我填了	7	2
801	宿蛟圖樣	10223018	1	48	1	20308128	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	13	3000	-1	-1	我填了	7	2
802	川暮圖樣	10223019	1	48	1	20308129	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	13	3000	-1	-1	我填了	7	2
803	飛雪圖樣	10223020	1	48	1	20308130	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	13	3000	-1	-1	我填了	7	2
804	棘皮帽圖樣	10210022	1	47	1	20308061	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	7	3000	-1	-1	我填了	7	1
805	蛇皮帽圖樣	10210024	1	47	1	20308062	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	7	3000	-1	-1	我填了	7	1
806	錦鼠帽圖樣	10210026	1	47	1	20308063	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	7	3000	-1	-1	我填了	7	1
807	靈貍帽圖樣	10210028	1	47	1	20308064	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	7	3000	-1	-1	我填了	7	1
808	璧月帽圖樣	10210030	1	47	1	20308065	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	7	3000	-1	-1	我填了	7	1
809	聖天帽圖樣	10210032	1	47	1	20308066	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	7	3000	-1	-1	我填了	7	1
810	赤瑤帽圖樣	10210034	1	47	1	20308067	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	7	3000	-1	-1	我填了	7	1
811	九霄帽圖樣	10210036	1	47	1	20308068	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	7	3000	-1	-1	我填了	7	1
812	玄魄羽帽圖樣	10210038	1	47	1	20308069	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	7	3000	-1	-1	我填了	7	1
813	噬麟聖冠圖樣	10210040	1	47	1	20308070	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	7	3000	-1	-1	我填了	7	1
814	棘皮履圖樣	10211022	1	47	1	20308091	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	10	3000	-1	-1	我填了	7	1
815	蛇皮履圖樣	10211024	1	47	1	20308092	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	10	3000	-1	-1	我填了	7	1
816	錦鼠履圖樣	10211026	1	47	1	20308093	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	10	3000	-1	-1	我填了	7	1
817	地夕履圖樣	10211028	1	47	1	20308094	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	10	3000	-1	-1	我填了	7	1
818	璧月履圖樣	10211030	1	47	1	20308095	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	10	3000	-1	-1	我填了	7	1
819	聖天履圖樣	10211032	1	47	1	20308096	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	10	3000	-1	-1	我填了	7	1
820	赤瑤履圖樣	10211034	1	47	1	20308097	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	10	3000	-1	-1	我填了	7	1
821	九霄履圖樣	10211036	1	47	1	20308098	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	10	3000	-1	-1	我填了	7	1
822	玄魄仙履圖樣	10211038	1	47	1	20308099	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	10	3000	-1	-1	我填了	7	1
823	噬麟聖履圖樣	10211040	1	47	1	20308100	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	10	3000	-1	-1	我填了	7	1
