INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	STRING	INT	INT	INT	INT	INT	INT	INT	STRING	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
10433151	1	4	33	151	0	615	1	-1	-1	壯士之含光雙劍	51	劍身巨大，通體金色，舞動起來，金光四射，殺傷力極大，是不可小看的兵器。	2800	11200	176	3	3	-1	-1	BothHands2_10	双短类	1396	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	21	-1	-1	-1	-1	-1	-1	-1	-1	-1	110	-1	110	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10433152	1	4	33	152	0	615	1	-1	-1	壯士之含光雙劍	52	劍身巨大，通體金色，舞動起來，金光四射，殺傷力極大，是不可小看的兵器。	2900	11600	177	3	3	-1	-1	BothHands2_10	双短类	1396	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	22	-1	-1	-1	-1	-1	-1	-1	-1	-1	112	-1	112	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10433153	1	4	33	153	0	615	1	-1	-1	壯士之含光雙劍	53	劍身巨大，通體金色，舞動起來，金光四射，殺傷力極大，是不可小看的兵器。	3000	12000	179	3	3	-1	-1	BothHands2_10	双短类	1396	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	22	-1	-1	-1	-1	-1	-1	-1	-1	-1	114	-1	114	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10433154	1	4	33	154	0	615	1	-1	-1	壯士之含光雙劍	54	劍身巨大，通體金色，舞動起來，金光四射，殺傷力極大，是不可小看的兵器。	3100	12400	180	3	3	-1	-1	BothHands2_10	双短类	1396	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	23	-1	-1	-1	-1	-1	-1	-1	-1	-1	116	-1	116	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10433155	1	4	33	155	0	615	1	-1	-1	壯士之含光雙劍	55	劍身巨大，通體金色，舞動起來，金光四射，殺傷力極大，是不可小看的兵器。	3200	12800	181	3	3	-1	-1	BothHands2_10	双短类	1396	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	23	-1	-1	-1	-1	-1	-1	-1	-1	-1	118	-1	118	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10433156	1	4	33	156	0	615	1	-1	-1	壯士之含光雙劍	56	劍身巨大，通體金色，舞動起來，金光四射，殺傷力極大，是不可小看的兵器。	3300	13200	182	3	3	-1	-1	BothHands2_10	双短类	1396	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	24	-1	-1	-1	-1	-1	-1	-1	-1	-1	120	-1	120	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10433157	1	4	33	157	0	615	1	-1	-1	壯士之含光雙劍	57	劍身巨大，通體金色，舞動起來，金光四射，殺傷力極大，是不可小看的兵器。	3400	13600	184	3	3	-1	-1	BothHands2_10	双短类	1396	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	24	-1	-1	-1	-1	-1	-1	-1	-1	-1	122	-1	122	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10433158	1	4	33	158	0	615	1	-1	-1	壯士之含光雙劍	58	劍身巨大，通體金色，舞動起來，金光四射，殺傷力極大，是不可小看的兵器。	3500	14000	185	3	3	-1	-1	BothHands2_10	双短类	1396	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	25	-1	-1	-1	-1	-1	-1	-1	-1	-1	124	-1	124	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10433159	1	4	33	159	0	615	1	-1	-1	壯士之含光雙劍	59	劍身巨大，通體金色，舞動起來，金光四射，殺傷力極大，是不可小看的兵器。	3600	14400	186	3	3	-1	-1	BothHands2_10	双短类	1396	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	25	-1	-1	-1	-1	-1	-1	-1	-1	-1	126	-1	126	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10433160	1	4	33	160	0	615	1	-1	-1	壯士之含光雙劍	60	劍身巨大，通體金色，舞動起來，金光四射，殺傷力極大，是不可小看的兵器。	3850	15400	187	3	3	-1	-1	BothHands2_10	双短类	1396	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	26	-1	-1	-1	-1	-1	-1	-1	-1	-1	128	-1	128	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10433161	1	4	33	161	0	615	1	-1	-1	張遼之含光雙劍	51	劍身巨大，通體金色，舞動起來，金光四射，殺傷力極大，是不可小看的兵器。	2800	11200	176	3	3	-1	-1	BothHands2_10	双短类	1397	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	15	13	-1	-1	-1	-1	-1	-1	-1	-1	-1	110	-1	110	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10433162	1	4	33	162	0	615	1	-1	-1	張遼之含光雙劍	52	劍身巨大，通體金色，舞動起來，金光四射，殺傷力極大，是不可小看的兵器。	2900	11600	177	3	3	-1	-1	BothHands2_10	双短类	1397	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	15	14	-1	-1	-1	-1	-1	-1	-1	-1	-1	112	-1	112	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10433163	1	4	33	163	0	615	1	-1	-1	張遼之含光雙劍	53	劍身巨大，通體金色，舞動起來，金光四射，殺傷力極大，是不可小看的兵器。	3000	12000	179	3	3	-1	-1	BothHands2_10	双短类	1397	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	16	14	-1	-1	-1	-1	-1	-1	-1	-1	-1	114	-1	114	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10433164	1	4	33	164	0	615	1	-1	-1	張遼之含光雙劍	54	劍身巨大，通體金色，舞動起來，金光四射，殺傷力極大，是不可小看的兵器。	3100	12400	180	3	3	-1	-1	BothHands2_10	双短类	1397	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	15	15	-1	-1	-1	-1	-1	-1	-1	-1	-1	116	-1	116	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10433165	1	4	33	165	0	615	1	-1	-1	張遼之含光雙劍	55	劍身巨大，通體金色，舞動起來，金光四射，殺傷力極大，是不可小看的兵器。	3200	12800	181	3	3	-1	-1	BothHands2_10	双短类	1397	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	16	15	-1	-1	-1	-1	-1	-1	-1	-1	-1	118	-1	118	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10433166	1	4	33	166	0	615	1	-1	-1	張遼之含光雙劍	56	劍身巨大，通體金色，舞動起來，金光四射，殺傷力極大，是不可小看的兵器。	3300	13200	182	3	3	-1	-1	BothHands2_10	双短类	1397	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	15	16	-1	-1	-1	-1	-1	-1	-1	-1	-1	120	-1	120	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10433167	1	4	33	167	0	615	1	-1	-1	張遼之含光雙劍	57	劍身巨大，通體金色，舞動起來，金光四射，殺傷力極大，是不可小看的兵器。	3400	13600	184	3	3	-1	-1	BothHands2_10	双短类	1397	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	17	15	-1	-1	-1	-1	-1	-1	-1	-1	-1	122	-1	122	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10433168	1	4	33	168	0	615	1	-1	-1	張遼之含光雙劍	58	劍身巨大，通體金色，舞動起來，金光四射，殺傷力極大，是不可小看的兵器。	3500	14000	185	3	3	-1	-1	BothHands2_10	双短类	1397	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	16	16	-1	-1	-1	-1	-1	-1	-1	-1	-1	124	-1	124	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10433169	1	4	33	169	0	615	1	-1	-1	張遼之含光雙劍	59	劍身巨大，通體金色，舞動起來，金光四射，殺傷力極大，是不可小看的兵器。	3600	14400	186	3	3	-1	-1	BothHands2_10	双短类	1397	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	17	16	-1	-1	-1	-1	-1	-1	-1	-1	-1	126	-1	126	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10433170	1	4	33	170	0	615	1	-1	-1	張遼之含光雙劍	60	劍身巨大，通體金色，舞動起來，金光四射，殺傷力極大，是不可小看的兵器。	3850	15400	187	3	3	-1	-1	BothHands2_10	双短类	1397	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	17	17	-1	-1	-1	-1	-1	-1	-1	-1	-1	128	-1	128	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10433171	1	4	33	171	0	615	1	-1	-1	專諸之含光雙劍	51	劍身巨大，通體金色，舞動起來，金光四射，殺傷力極大，是不可小看的兵器。	2800	11200	176	3	3	-1	-1	BothHands2_10	双短类	1398	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	47	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	9	-1	-1	-1	-1	-1	-1	-1	110	-1	110	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10433172	1	4	33	172	0	615	1	-1	-1	專諸之含光雙劍	52	劍身巨大，通體金色，舞動起來，金光四射，殺傷力極大，是不可小看的兵器。	2900	11600	177	3	3	-1	-1	BothHands2_10	双短类	1398	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	48	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	9	-1	-1	-1	-1	-1	-1	-1	112	-1	112	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10433173	1	4	33	173	0	615	1	-1	-1	專諸之含光雙劍	53	劍身巨大，通體金色，舞動起來，金光四射，殺傷力極大，是不可小看的兵器。	3000	12000	179	3	3	-1	-1	BothHands2_10	双短类	1398	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	49	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	9	-1	-1	-1	-1	-1	-1	-1	114	-1	114	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10433174	1	4	33	174	0	615	1	-1	-1	專諸之含光雙劍	54	劍身巨大，通體金色，舞動起來，金光四射，殺傷力極大，是不可小看的兵器。	3100	12400	180	3	3	-1	-1	BothHands2_10	双短类	1398	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	50	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	116	-1	116	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10433175	1	4	33	175	0	615	1	-1	-1	專諸之含光雙劍	55	劍身巨大，通體金色，舞動起來，金光四射，殺傷力極大，是不可小看的兵器。	3200	12800	181	3	3	-1	-1	BothHands2_10	双短类	1398	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	51	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	118	-1	118	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10433176	1	4	33	176	0	615	1	-1	-1	專諸之含光雙劍	56	劍身巨大，通體金色，舞動起來，金光四射，殺傷力極大，是不可小看的兵器。	3300	13200	182	3	3	-1	-1	BothHands2_10	双短类	1398	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	52	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	120	-1	120	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10433177	1	4	33	177	0	615	1	-1	-1	專諸之含光雙劍	57	劍身巨大，通體金色，舞動起來，金光四射，殺傷力極大，是不可小看的兵器。	3400	13600	184	3	3	-1	-1	BothHands2_10	双短类	1398	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	53	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	122	-1	122	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10433178	1	4	33	178	0	615	1	-1	-1	專諸之含光雙劍	58	劍身巨大，通體金色，舞動起來，金光四射，殺傷力極大，是不可小看的兵器。	3500	14000	185	3	3	-1	-1	BothHands2_10	双短类	1398	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	53	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12	-1	-1	-1	-1	-1	-1	-1	124	-1	124	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10433179	1	4	33	179	0	615	1	-1	-1	專諸之含光雙劍	59	劍身巨大，通體金色，舞動起來，金光四射，殺傷力極大，是不可小看的兵器。	3600	14400	186	3	3	-1	-1	BothHands2_10	双短类	1398	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	55	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12	-1	-1	-1	-1	-1	-1	-1	126	-1	126	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10433180	1	4	33	180	0	615	1	-1	-1	專諸之含光雙劍	60	劍身巨大，通體金色，舞動起來，金光四射，殺傷力極大，是不可小看的兵器。	3850	15400	187	3	3	-1	-1	BothHands2_10	双短类	1398	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	56	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12	-1	-1	-1	-1	-1	-1	-1	128	-1	128	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10433181	1	4	33	181	0	615	1	-1	-1	張良之含光雙劍	51	劍身巨大，通體金色，舞動起來，金光四射，殺傷力極大，是不可小看的兵器。	2800	11200	176	3	3	-1	-1	BothHands2_10	双短类	1399	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	34	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	9	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	110	-1	110	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10433182	1	4	33	182	0	615	1	-1	-1	張良之含光雙劍	52	劍身巨大，通體金色，舞動起來，金光四射，殺傷力極大，是不可小看的兵器。	2900	11600	177	3	3	-1	-1	BothHands2_10	双短类	1399	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	35	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	9	9	-1	-1	-1	-1	-1	-1	-1	-1	-1	112	-1	112	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10433183	1	4	33	183	0	615	1	-1	-1	張良之含光雙劍	53	劍身巨大，通體金色，舞動起來，金光四射，殺傷力極大，是不可小看的兵器。	3000	12000	179	3	3	-1	-1	BothHands2_10	双短类	1399	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	36	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	114	-1	114	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10433184	1	4	33	184	0	615	1	-1	-1	張良之含光雙劍	54	劍身巨大，通體金色，舞動起來，金光四射，殺傷力極大，是不可小看的兵器。	3100	12400	180	3	3	-1	-1	BothHands2_10	双短类	1399	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	36	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10	9	-1	-1	-1	-1	-1	-1	-1	-1	-1	116	-1	116	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10433185	1	4	33	185	0	615	1	-1	-1	張良之含光雙劍	55	劍身巨大，通體金色，舞動起來，金光四射，殺傷力極大，是不可小看的兵器。	3200	12800	181	3	3	-1	-1	BothHands2_10	双短类	1399	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	37	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	9	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	118	-1	118	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10433186	1	4	33	186	0	615	1	-1	-1	張良之含光雙劍	56	劍身巨大，通體金色，舞動起來，金光四射，殺傷力極大，是不可小看的兵器。	3300	13200	182	3	3	-1	-1	BothHands2_10	双短类	1399	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	38	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	11	-1	-1	-1	-1	-1	-1	-1	-1	-1	120	-1	120	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10433187	1	4	33	187	0	615	1	-1	-1	張良之含光雙劍	57	劍身巨大，通體金色，舞動起來，金光四射，殺傷力極大，是不可小看的兵器。	3400	13600	184	3	3	-1	-1	BothHands2_10	双短类	1399	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	38	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	11	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	122	-1	122	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10433188	1	4	33	188	0	615	1	-1	-1	張良之含光雙劍	58	劍身巨大，通體金色，舞動起來，金光四射，殺傷力極大，是不可小看的兵器。	3500	14000	185	3	3	-1	-1	BothHands2_10	双短类	1399	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	39	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	11	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	124	-1	124	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10433189	1	4	33	189	0	615	1	-1	-1	張良之含光雙劍	59	劍身巨大，通體金色，舞動起來，金光四射，殺傷力極大，是不可小看的兵器。	3600	14400	186	3	3	-1	-1	BothHands2_10	双短类	1399	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	40	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10	11	-1	-1	-1	-1	-1	-1	-1	-1	-1	126	-1	126	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10433190	1	4	33	190	0	615	1	-1	-1	張良之含光雙劍	60	劍身巨大，通體金色，舞動起來，金光四射，殺傷力極大，是不可小看的兵器。	3850	15400	187	3	3	-1	-1	BothHands2_10	双短类	1399	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	40	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12	9	-1	-1	-1	-1	-1	-1	-1	-1	-1	128	-1	128	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10433191	1	4	33	191	0	615	1	-1	-1	孫武之含光雙劍	51	劍身巨大，通體金色，舞動起來，金光四射，殺傷力極大，是不可小看的兵器。	2800	11200	176	3	3	-1	-1	BothHands2_10	双短类	1400	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	30	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	7	-1	5	-1	-1	-1	-1	-1	-1	-1	110	-1	110	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10433192	1	4	33	192	0	615	1	-1	-1	孫武之含光雙劍	52	劍身巨大，通體金色，舞動起來，金光四射，殺傷力極大，是不可小看的兵器。	2900	11600	177	3	3	-1	-1	BothHands2_10	双短类	1400	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	31	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	8	-1	7	-1	-1	-1	-1	-1	-1	-1	112	-1	112	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
10433193	1	4	33	193	0	615	1	-1	-1	孫武之含光雙劍	53	劍身巨大，通體金色，舞動起來，金光四射，殺傷力極大，是不可小看的兵器。	3000	12000	179	3	3	-1	-1	BothHands2_10	双短类	1400	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	31	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	6	-1	6	-1	-1	-1	-1	-1	-1	-1	114	-1	114	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	0
