INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
111	320000	1587138	370018	30808069	2072100.8	92424207	2072100.8	92424207	555028	46212104	555028	46212104	2072100.8	92424207	370018	30808069	2072100.8	92424207	2072100.8	92424207	555028	46212104	555028	46212104	2072100.8	92424207	370018	30808069	2072100.8	92424207	2072100.8	92424207	555028	46212104	555028	46212104	2072100.8	92424207	370018	30808069	2072100.8	92424207	2072100.8	92424207	555028	46212104	555028	46212104	2072100.8	92424207	370018	30808069	2072100.8	92424207	2072100.8	92424207	555028	46212104	555028	46212104	2072100.8	92424207	370018	30808069	2072100.8	92424207	2072100.8	92424207	555028	46212104	555028	46212104	2072100.8	92424207	370018	30808069	2072100.8	92424207	2072100.8	92424207	555028	46212104	555028	46212104	2072100.8	92424207	370018	30808069	2072100.8	92424207	2072100.8	92424207	555028	46212104	555028	46212104	2072100.8	92424207	370018	30808069	2072100.8	92424207	2072100.8	92424207	555028	46212104	555028	46212104	2072100.8	92424207	2220108	123232276	2220108	123232276	2220108	123232276	2220108	123232276	2220108	123232276	2220108	123232276	2220108	123232276	2220108	123232276	2220108	123232276
112	320000	1623211	381840	31354365	2138304	94063095	2138304	94063095	572760	47031548	572760	47031548	2138304	94063095	381840	31354365	2138304	94063095	2138304	94063095	572760	47031548	572760	47031548	2138304	94063095	381840	31354365	2138304	94063095	2138304	94063095	572760	47031548	572760	47031548	2138304	94063095	381840	31354365	2138304	94063095	2138304	94063095	572760	47031548	572760	47031548	2138304	94063095	381840	31354365	2138304	94063095	2138304	94063095	572760	47031548	572760	47031548	2138304	94063095	381840	31354365	2138304	94063095	2138304	94063095	572760	47031548	572760	47031548	2138304	94063095	381840	31354365	2138304	94063095	2138304	94063095	572760	47031548	572760	47031548	2138304	94063095	381840	31354365	2138304	94063095	2138304	94063095	572760	47031548	572760	47031548	2138304	94063095	381840	31354365	2138304	94063095	2138304	94063095	572760	47031548	572760	47031548	2138304	94063095	2291040	125417460	2291040	125417460	2291040	125417460	2291040	125417460	2291040	125417460	2291040	125417460	2291040	125417460	2291040	125417460	2291040	125417460
113	320000	1659669	393916	31914237	2205924	95742710	2205924	95742710	590872	47871355	590872	47871355	2205924	95742710	393916	31914237	2205924	95742710	2205924	95742710	590872	47871355	590872	47871355	2205924	95742710	393916	31914237	2205924	95742710	2205924	95742710	590872	47871355	590872	47871355	2205924	95742710	393916	31914237	2205924	95742710	2205924	95742710	590872	47871355	590872	47871355	2205924	95742710	393916	31914237	2205924	95742710	2205924	95742710	590872	47871355	590872	47871355	2205924	95742710	393916	31914237	2205924	95742710	2205924	95742710	590872	47871355	590872	47871355	2205924	95742710	393916	31914237	2205924	95742710	2205924	95742710	590872	47871355	590872	47871355	2205924	95742710	393916	31914237	2205924	95742710	2205924	95742710	590872	47871355	590872	47871355	2205924	95742710	393916	31914237	2205924	95742710	2205924	95742710	590872	47871355	590872	47871355	2205924	95742710	2363490	127656946	2363490	127656946	2363490	127656946	2363490	127656946	2363490	127656946	2363490	127656946	2363490	127656946	2363490	127656946	2363490	127656946
114	320000	1696510	406246	32487908	2274972	97463723	2274972	97463723	609368	48731861	609368	48731861	2274972	97463723	406246	32487908	2274972	97463723	2274972	97463723	609368	48731861	609368	48731861	2274972	97463723	406246	32487908	2274972	97463723	2274972	97463723	609368	48731861	609368	48731861	2274972	97463723	406246	32487908	2274972	97463723	2274972	97463723	609368	48731861	609368	48731861	2274972	97463723	406246	32487908	2274972	97463723	2274972	97463723	609368	48731861	609368	48731861	2274972	97463723	406246	32487908	2274972	97463723	2274972	97463723	609368	48731861	609368	48731861	2274972	97463723	406246	32487908	2274972	97463723	2274972	97463723	609368	48731861	609368	48731861	2274972	97463723	406246	32487908	2274972	97463723	2274972	97463723	609368	48731861	609368	48731861	2274972	97463723	406246	32487908	2274972	97463723	2274972	97463723	609368	48731861	609368	48731861	2274972	97463723	2437470	129951630	2437470	129951630	2437470	129951630	2437470	129951630	2437470	129951630	2437470	129951630	2437470	129951630	2437470	129951630	2437470	129951630
115	320000	1733735	418834	33075604	2345464.8	99226812	2345464.8	99226812	628250	49613406	628250	49613406	2345464.8	99226812	418834	33075604	2345464.8	99226812	2345464.8	99226812	628250	49613406	628250	49613406	2345464.8	99226812	418834	33075604	2345464.8	99226812	2345464.8	99226812	628250	49613406	628250	49613406	2345464.8	99226812	418834	33075604	2345464.8	99226812	2345464.8	99226812	628250	49613406	628250	49613406	2345464.8	99226812	418834	33075604	2345464.8	99226812	2345464.8	99226812	628250	49613406	628250	49613406	2345464.8	99226812	418834	33075604	2345464.8	99226812	2345464.8	99226812	628250	49613406	628250	49613406	2345464.8	99226812	418834	33075604	2345464.8	99226812	2345464.8	99226812	628250	49613406	628250	49613406	2345464.8	99226812	418834	33075604	2345464.8	99226812	2345464.8	99226812	628250	49613406	628250	49613406	2345464.8	99226812	418834	33075604	2345464.8	99226812	2345464.8	99226812	628250	49613406	628250	49613406	2345464.8	99226812	2512998	132302416	2512998	132302416	2512998	132302416	2512998	132302416	2512998	132302416	2512998	132302416	2512998	132302416	2512998	132302416	2512998	132302416
116	320000	1771344	431682	33677550	2417413.6	101032650	2417413.6	101032650	647522	50516325	647522	50516325	2417413.6	101032650	431682	33677550	2417413.6	101032650	2417413.6	101032650	647522	50516325	647522	50516325	2417413.6	101032650	431682	33677550	2417413.6	101032650	2417413.6	101032650	647522	50516325	647522	50516325	2417413.6	101032650	431682	33677550	2417413.6	101032650	2417413.6	101032650	647522	50516325	647522	50516325	2417413.6	101032650	431682	33677550	2417413.6	101032650	2417413.6	101032650	647522	50516325	647522	50516325	2417413.6	101032650	431682	33677550	2417413.6	101032650	2417413.6	101032650	647522	50516325	647522	50516325	2417413.6	101032650	431682	33677550	2417413.6	101032650	2417413.6	101032650	647522	50516325	647522	50516325	2417413.6	101032650	431682	33677550	2417413.6	101032650	2417413.6	101032650	647522	50516325	647522	50516325	2417413.6	101032650	431682	33677550	2417413.6	101032650	2417413.6	101032650	647522	50516325	647522	50516325	2417413.6	101032650	2590086	134710200	2590086	134710200	2590086	134710200	2590086	134710200	2590086	134710200	2590086	134710200	2590086	134710200	2590086	134710200	2590086	134710200
117	320000	1809338	444794	34293972	2490840.8	102881915	2490840.8	102881915	667190	51440957	667190	51440957	2490840.8	102881915	444794	34293972	2490840.8	102881915	2490840.8	102881915	667190	51440957	667190	51440957	2490840.8	102881915	444794	34293972	2490840.8	102881915	2490840.8	102881915	667190	51440957	667190	51440957	2490840.8	102881915	444794	34293972	2490840.8	102881915	2490840.8	102881915	667190	51440957	667190	51440957	2490840.8	102881915	444794	34293972	2490840.8	102881915	2490840.8	102881915	667190	51440957	667190	51440957	2490840.8	102881915	444794	34293972	2490840.8	102881915	2490840.8	102881915	667190	51440957	667190	51440957	2490840.8	102881915	444794	34293972	2490840.8	102881915	2490840.8	102881915	667190	51440957	667190	51440957	2490840.8	102881915	444794	34293972	2490840.8	102881915	2490840.8	102881915	667190	51440957	667190	51440957	2490840.8	102881915	444794	34293972	2490840.8	102881915	2490840.8	102881915	667190	51440957	667190	51440957	2490840.8	102881915	2668758	137175886	2668758	137175886	2668758	137175886	2668758	137175886	2668758	137175886	2668758	137175886	2668758	137175886	2668758	137175886	2668758	137175886
118	320000	1847714	458172	34925093	2565757.6	104775278	2565757.6	104775278	687256	52387639	687256	52387639	2565757.6	104775278	458172	34925093	2565757.6	104775278	2565757.6	104775278	687256	52387639	687256	52387639	2565757.6	104775278	458172	34925093	2565757.6	104775278	2565757.6	104775278	687256	52387639	687256	52387639	2565757.6	104775278	458172	34925093	2565757.6	104775278	2565757.6	104775278	687256	52387639	687256	52387639	2565757.6	104775278	458172	34925093	2565757.6	104775278	2565757.6	104775278	687256	52387639	687256	52387639	2565757.6	104775278	458172	34925093	2565757.6	104775278	2565757.6	104775278	687256	52387639	687256	52387639	2565757.6	104775278	458172	34925093	2565757.6	104775278	2565757.6	104775278	687256	52387639	687256	52387639	2565757.6	104775278	458172	34925093	2565757.6	104775278	2565757.6	104775278	687256	52387639	687256	52387639	2565757.6	104775278	458172	34925093	2565757.6	104775278	2565757.6	104775278	687256	52387639	687256	52387639	2565757.6	104775278	2749026	139700370	2749026	139700370	2749026	139700370	2749026	139700370	2749026	139700370	2749026	139700370	2749026	139700370	2749026	139700370	2749026	139700370
119	320000	1886476	471818	35571139	2642180.8	106713417	2642180.8	106713417	707728	53356709	707728	53356709	2642180.8	106713417	471818	35571139	2642180.8	106713417	2642180.8	106713417	707728	53356709	707728	53356709	2642180.8	106713417	471818	35571139	2642180.8	106713417	2642180.8	106713417	707728	53356709	707728	53356709	2642180.8	106713417	471818	35571139	2642180.8	106713417	2642180.8	106713417	707728	53356709	707728	53356709	2642180.8	106713417	471818	35571139	2642180.8	106713417	2642180.8	106713417	707728	53356709	707728	53356709	2642180.8	106713417	471818	35571139	2642180.8	106713417	2642180.8	106713417	707728	53356709	707728	53356709	2642180.8	106713417	471818	35571139	2642180.8	106713417	2642180.8	106713417	707728	53356709	707728	53356709	2642180.8	106713417	471818	35571139	2642180.8	106713417	2642180.8	106713417	707728	53356709	707728	53356709	2642180.8	106713417	471818	35571139	2642180.8	106713417	2642180.8	106713417	707728	53356709	707728	53356709	2642180.8	106713417	2830908	142284556	2830908	142284556	2830908	142284556	2830908	142284556	2830908	142284556	2830908	142284556	2830908	142284556	2830908	142284556	2830908	142284556
120	320000	1925621	485736	36232335	2720121.6	108697005	2720121.6	108697005	728604	54348503	728604	54348503	2720121.6	108697005	485736	36232335	2720121.6	108697005	2720121.6	108697005	728604	54348503	728604	54348503	2720121.6	108697005	485736	36232335	2720121.6	108697005	2720121.6	108697005	728604	54348503	728604	54348503	2720121.6	108697005	485736	36232335	2720121.6	108697005	2720121.6	108697005	728604	54348503	728604	54348503	2720121.6	108697005	485736	36232335	2720121.6	108697005	2720121.6	108697005	728604	54348503	728604	54348503	2720121.6	108697005	485736	36232335	2720121.6	108697005	2720121.6	108697005	728604	54348503	728604	54348503	2720121.6	108697005	485736	36232335	2720121.6	108697005	2720121.6	108697005	728604	54348503	728604	54348503	2720121.6	108697005	485736	36232335	2720121.6	108697005	2720121.6	108697005	728604	54348503	728604	54348503	2720121.6	108697005	485736	36232335	2720121.6	108697005	2720121.6	108697005	728604	54348503	728604	54348503	2720121.6	108697005	2914416	144929340	2914416	144929340	2914416	144929340	2914416	144929340	2914416	144929340	2914416	144929340	2914416	144929340	2914416	144929340	2914416	144929340
121	320000	1925621	499928	36908907	2799596.8	110726720	2799596.8	110726720	749892	55363360	749892	55363360	2799596.8	110726720	499928	36908907	2799596.8	110726720	2799596.8	110726720	749892	55363360	749892	55363360	2799596.8	110726720	499928	36908907	2799596.8	110726720	2799596.8	110726720	749892	55363360	749892	55363360	2799596.8	110726720	499928	36908907	2799596.8	110726720	2799596.8	110726720	749892	55363360	749892	55363360	2799596.8	110726720	499928	36908907	2799596.8	110726720	2799596.8	110726720	749892	55363360	749892	55363360	2799596.8	110726720	499928	36908907	2799596.8	110726720	2799596.8	110726720	749892	55363360	749892	55363360	2799596.8	110726720	499928	36908907	2799596.8	110726720	2799596.8	110726720	749892	55363360	749892	55363360	2799596.8	110726720	499928	36908907	2799596.8	110726720	2799596.8	110726720	749892	55363360	749892	55363360	2799596.8	110726720	499928	36908907	2799596.8	110726720	2799596.8	110726720	749892	55363360	749892	55363360	2799596.8	110726720	2999568	147635626	2999568	147635626	2999568	147635626	2999568	147635626	2999568	147635626	2999568	147635626	2999568	147635626	2999568	147635626	2999568	147635626
122	320000	1925621	514398	37601078	2880623.2	112803233	2880623.2	112803233	771596	56401616	771596	56401616	2880623.2	112803233	514398	37601078	2880623.2	112803233	2880623.2	112803233	771596	56401616	771596	56401616	2880623.2	112803233	514398	37601078	2880623.2	112803233	2880623.2	112803233	771596	56401616	771596	56401616	2880623.2	112803233	514398	37601078	2880623.2	112803233	2880623.2	112803233	771596	56401616	771596	56401616	2880623.2	112803233	514398	37601078	2880623.2	112803233	2880623.2	112803233	771596	56401616	771596	56401616	2880623.2	112803233	514398	37601078	2880623.2	112803233	2880623.2	112803233	771596	56401616	771596	56401616	2880623.2	112803233	514398	37601078	2880623.2	112803233	2880623.2	112803233	771596	56401616	771596	56401616	2880623.2	112803233	514398	37601078	2880623.2	112803233	2880623.2	112803233	771596	56401616	771596	56401616	2880623.2	112803233	514398	37601078	2880623.2	112803233	2880623.2	112803233	771596	56401616	771596	56401616	2880623.2	112803233	3086382	150404310	3086382	150404310	3086382	150404310	3086382	150404310	3086382	150404310	3086382	150404310	3086382	150404310	3086382	150404310	3086382	150404310
123	320000	1925621	529146	38309074	2963217.6	114927222	2963217.6	114927222	793720	57463611	793720	57463611	2963217.6	114927222	529146	38309074	2963217.6	114927222	2963217.6	114927222	793720	57463611	793720	57463611	2963217.6	114927222	529146	38309074	2963217.6	114927222	2963217.6	114927222	793720	57463611	793720	57463611	2963217.6	114927222	529146	38309074	2963217.6	114927222	2963217.6	114927222	793720	57463611	793720	57463611	2963217.6	114927222	529146	38309074	2963217.6	114927222	2963217.6	114927222	793720	57463611	793720	57463611	2963217.6	114927222	529146	38309074	2963217.6	114927222	2963217.6	114927222	793720	57463611	793720	57463611	2963217.6	114927222	529146	38309074	2963217.6	114927222	2963217.6	114927222	793720	57463611	793720	57463611	2963217.6	114927222	529146	38309074	2963217.6	114927222	2963217.6	114927222	793720	57463611	793720	57463611	2963217.6	114927222	529146	38309074	2963217.6	114927222	2963217.6	114927222	793720	57463611	793720	57463611	2963217.6	114927222	3174876	153236296	3174876	153236296	3174876	153236296	3174876	153236296	3174876	153236296	3174876	153236296	3174876	153236296	3174876	153236296	3174876	153236296
124	320000	1925621	544178	39033120	3047391.2	117099360	3047391.2	117099360	816266	58549680	816266	58549680	3047391.2	117099360	544178	39033120	3047391.2	117099360	3047391.2	117099360	816266	58549680	816266	58549680	3047391.2	117099360	544178	39033120	3047391.2	117099360	3047391.2	117099360	816266	58549680	816266	58549680	3047391.2	117099360	544178	39033120	3047391.2	117099360	3047391.2	117099360	816266	58549680	816266	58549680	3047391.2	117099360	544178	39033120	3047391.2	117099360	3047391.2	117099360	816266	58549680	816266	58549680	3047391.2	117099360	544178	39033120	3047391.2	117099360	3047391.2	117099360	816266	58549680	816266	58549680	3047391.2	117099360	544178	39033120	3047391.2	117099360	3047391.2	117099360	816266	58549680	816266	58549680	3047391.2	117099360	544178	39033120	3047391.2	117099360	3047391.2	117099360	816266	58549680	816266	58549680	3047391.2	117099360	544178	39033120	3047391.2	117099360	3047391.2	117099360	816266	58549680	816266	58549680	3047391.2	117099360	3265062	156132480	3265062	156132480	3265062	156132480	3265062	156132480	3265062	156132480	3265062	156132480	3265062	156132480	3265062	156132480	3265062	156132480
